0.06793333333333333,0,0,25,0,0,0,0,0
0.1112,0,0,25,0,0,0,0,0
0.15638333333333335,0,0,25,0,0,0,0,0
0.20168333333333333,0,0,25,0,0,0,0,0
0.24718333333333334,0,0,25,0,0,0,0,0
0.29331666666666667,0,0,25,0,0,0,0,0
0.33863333333333334,0,0,25,0,0,0,0,0
0.3827,0,0,25,0,0,0,0,0
0.4260833333333333,0,0,25,0,0,0,0,0
0.4713333333333333,0,0,25,0,0,0,0,0
0.5165833333333333,0,0,25,0,0,0,0,0
0.5620833333333334,0,0,25,0,0,0,0,0
0.6083333333333333,0,0,25,0,0,0,0,0
0.6519,0,0,25,0,0,0,0,0
0.6955666666666667,0,0,25,0,0,0,0,0
0.7417,0,0,25,0,0,0,0,0
0.7858166666666667,0,0,25,0,0,0,0,0
0.8316666666666667,0,0,25,0,0,0,0,0
0.87725,0,0,25,0,0,0,0,0
0.9234833333333333,0,0,25,0,0,0,0,0
0.96705,0,0,25,0,0,0,0,0
1.013,0,0,30,0,0,0,0,0
1.0579666666666667,0,0,30,0,0,0,0,0
1.1033333333333333,0,0,30,0,0,0,0,0
1.1470333333333333,0,0,30,0,0,0,0,0
1.1905333333333334,0,0,30,0,0,0,0,0
1.2348333333333332,0,0,30,0,0,0,0,0
1.2806166666666667,0,0,30,0,0,0,0,0
1.3245333333333333,0,0,30,0,0,0,0,0
1.3677666666666666,0,0,30,0,0,0,0,0
1.4132,0,0,30,0,0,0,0,0
1.4573166666666666,0,0,30,0,0,0,0,0
1.5013833333333333,0,0,30,0,0,0,0,0
1.5453166666666667,0,0,30,0,0,0,0,0
1.5915833333333333,0,0,30,0,0,0,0,0
1.6351666666666667,0,0,30,0,0,0,0,0
1.67865,0,0,30,0,0,0,0,0
1.72205,0,0,30,0,0,0,0,0
1.7653,0,0,30,0,0,0,0,0
1.8087666666666666,0,0,30,0,0,0,0,0
1.8522333333333334,0,0,30,0,0,0,0,0
1.8962333333333334,0,0,30,0,0,0,0,0
1.9402333333333333,0,0,30,0,0,0,0,0
1.9837,0,0,30,0,0,0,0,0
2.02715,0,0,50,0,0,0,0,0
2.0711333333333335,0,0,50,0,0,0,0,0
2.1146166666666666,0,0,50,0,0,0,0,0
2.15855,0,0,50,0,0,0,0,0
2.2020333333333335,0,0,50,0,0,0,0,0
2.2454666666666667,0,0,50,0,0,0,0,0
2.2908833333333334,0,0,50,0,0,0,0,0
2.3353,0,0,50,0,0,0,0,0
2.3802833333333333,0,0,50,0,0,0,0,0
2.4246,0,0,50,0,0,0,0,0
2.46795,0,0,50,0,0,0,0,0
2.5113333333333334,0,0,50,0,0,0,0,0
2.555283333333333,0,0,50,0,0,0,0,0
2.5987666666666667,0,0,50,0,0,0,0,0
2.641966666666667,0,0,50,0,0,0,0,0
2.685416666666667,0,0,50,0,0,0,0,0
2.7286166666666665,0,0,50,0,0,0,0,0
2.7720666666666665,0,0,50,0,0,0,0,0
2.815533333333333,0,0,50,0,0,0,0,0
2.858816666666667,0,0,50,0,0,0,0,0
2.9022,0,0,50,0,0,0,0,0
2.9454,0,0,50,0,0,0,0,0
2.98885,0,0,50,0,0,0,0,0
3.034883333333333,0,0,100,0,0,0,0,0
3.0787333333333335,0,0,100,0,0,0,0,0
3.1222333333333334,0,0,100,0,0,0,0,0
3.16565,0,0,100,0,0,0,0,0
3.209616666666667,0,0,100,0,0,0,0,0
3.2530666666666668,0,0,100,0,0,0,0,0
3.296316666666667,0,0,100,0,0,0,0,0
3.3397833333333335,0,0,100,0,0,0,0,0
3.3838833333333334,0,0,100,0,0,0,0,0
3.427233333333333,0,0,100,0,0,0,0,0
3.4707333333333334,0,0,100,0,0,0,0,0
3.51555,0,0,100,0,0,0,0,0
3.5614166666666667,0,0,100,0,0,0,0,0
3.6056666666666666,0,0,100,0,0,0,0,0
3.65155,0,0,100,0,0,0,0,0
3.6954666666666665,0,0,100,0,0,0,0,0
3.73895,0,0,100,0,0,0,0,0
3.7824833333333334,0,0,100,0,0,0,0,0
3.82635,0,0,100,0,0,0,0,0
3.869866666666667,0,0,100,0,0,0,0,0
3.9138333333333333,0,0,100,0,0,0,0,0
3.957316666666667,0,0,100,0,0,0,0,0
4.000783333333334,0,0,100,0,0,0,0,0
4.044766666666667,0,0,100,0,0,0,0,0
4.088233333333333,0,0,100,0,0,0,0,0
4.13225,0,0,100,0,0,0,0,0
4.1757333333333335,0,0,100,0,0,0,0,0
4.2191833333333335,0,0,100,0,0,0,0,0
4.263166666666667,0,0,100,0,0,0,0,0
4.3068,0,0,100,0,0,0,0,0
4.3524,0,0,100,0,0,0,0,0
4.395766666666667,0,0,100,0,0,0,0,0
4.4392,0,0,100,0,0,0,0,0
4.483083333333333,0,0,100,0,0,0,0,0
4.5267,0,0,100,0,0,0,0,0
4.57005,0,0,100,0,0,0,0,0
4.614066666666667,0,0,100,0,0,0,0,0
4.657533333333333,0,0,100,0,0,0,0,0
4.701516666666667,0,0,100,0,0,0,0,0
4.744916666666667,0,0,100,0,0,0,0,0
4.788266666666667,0,0,100,0,0,0,0,0
4.831683333333333,0,0,100,0,0,0,0,0
4.8751,0,0,100,0,0,0,0,0
4.919066666666667,0,0,100,0,0,0,0,0
4.962683333333334,0,0,100,0,0,0,0,0
5.0065333333333335,0,0,25,0,0,0,0,0
5.05005,0,0,25,0,0,0,0,0
5.0934333333333335,0,0,25,0,0,0,0,0
